T,U,Delta,kind,hilbert_mode,run,mu,mu_minus_U_over_2,ne_actual,dne,A_arith_0,A_typ_0,sigma,kappa,lorenz,L11,L12,L22,iterations,converged,diff,max_ImSigma_raw,max_ImSigma_thermal,n_causality_bad,n_causality_bad_thermal,status,error
0.02,1,1.5,typ,eta,target_ne,0.5,0,0.3724725580888751,-0.1275274419111249,0.3295527541934382,0.3290938082657302,76.31931624689702,5.632068414098425,3.689805340943036,76.31931624689702,-0.0004265313452059827,0.1126413706657554,250,False,0.01681429675507867,2.630283045945775,0.1344722105555434,198,62,ok,
0.02,1,1.5,typ,eta,mu_U_over_2_diagnostic,0.5,0,0.3724725580888751,-0.1275274419111249,0.3295527541934382,0.3290938082657302,76.31931624689702,5.632068414098425,3.689805340943036,76.31931624689702,-0.0004265313452059827,0.1126413706657554,250,False,0.01681429675507867,2.630283045945775,0.1344722105555434,198,62,ok,
0.02,1.5,1.5,typ,eta,target_ne,3.501444585186256,2.751444585186256,0.4999675885994781,-3.241140052190339e-05,7.41565889972177e-05,6.787465798242986e-05,5.153464829729955e-08,2.067983017359682e-08,20.06400631114859,5.153464829729955e-08,-9.448789066984625e-10,4.309207955993999e-10,197,True,0.001972982806325792,2.606525146366097,-0.01069129914529731,55,0,ok,
0.02,1.5,1.5,typ,eta,mu_U_over_2_diagnostic,0.75,0,0.3544497257006367,-0.1455502742993633,0.2706213839237681,0.2624735941336068,1.689190867294863,0.1112967581996857,3.294380769945811,1.689190867294863,3.178834989681079e-08,0.002225935163994311,250,False,0.03518314933623785,2.57598945040312,-0.08996160053543767,52,0,ok,
0.02,2,1.5,typ,eta,target_ne,2.406227019887002,1.406227019887002,0.5006564675788259,0.00065646757882587,0.2421724689939626,0.1886560988384083,0.3141819366053955,0.02047833643389385,3.258993285093618,0.3141819366053955,-0.00110893451919046,0.0004134808167414334,233,True,0.001953417887937669,2.529164083178618,-0.2999997883756997,58,0,ok,
0.02,2,1.5,typ,eta,mu_U_over_2_diagnostic,1,0,0.3181941611668762,-0.1818058388331238,0.07919837919374312,0.06649604116454211,0.03033230657233879,0.002899569983047332,4.77967274946964,0.03033230657233879,-5.599089767259317e-05,5.809475416894312e-05,250,False,0.01813901421690281,2.498005095587688,-0.8533753049423809,56,0,ok,
0.02,0,2,typ,eta,target_ne,0,0,0.3755016949013033,-0.1244983050986967,0.3434282424580316,0.3079660090457401,77.24979420444919,5.455609682497475,3.53114836012292,77.24979420444919,7.854827899222983e-13,0.1091121936499495,250,False,0.0259092941867859,2.641705175954476,0.06777590851543785,194,62,ok,
0.02,0,2,typ,eta,mu_U_over_2_diagnostic,0,0,0.3755016949013033,-0.1244983050986967,0.3434282424580316,0.3079660090457401,77.24979420444919,5.455609682497475,3.53114836012292,77.24979420444919,7.854827899222983e-13,0.1091121936499495,250,False,0.0259092941867859,2.641705175954476,0.06777590851543785,194,62,ok,
0.02,0.5,2,typ,eta,target_ne,3.041494404722895,2.791494404722895,0.4915198192810525,-0.008480180718947516,5.754727926714101e-05,5.188165980160423e-05,3.202357670094082e-08,7.173144914846602e-09,11.19978724087347,3.202357670094082e-08,-2.849838748017109e-10,1.45999023778962e-10,250,False,0.003911854520615375,2.666681119009918,-0.009044146084145334,52,0,ok,
0.02,0.5,2,typ,eta,mu_U_over_2_diagnostic,0.25,0,0.3730211378217638,-0.1269788621782362,0.3346855058304743,0.312913783894156,77.20191704166827,5.46644269404285,3.540354244760814,77.20191704166827,-0.0002040112241880054,0.1093288544199703,250,False,0.03094392159744697,2.633103507580867,0.08375916184420762,196,62,ok,
