T,U,Delta,kind,w1_nf,ne_target,mu,ne_actual,dne,A_arith_0,A_typ_0,R0_typ_over_arith,iterations,converged,diff,runtime_dmft_sec,solution_dir,status,error
0.02,0.2,0.7325,typ,0.5,0.5,0.1369099056517176,0.5005705393024633,0.0005705393024633132,0.5791004040718627,0.5738257430915148,0.990891629597804,108,True,0.001990644341919083,0.1799304485321045,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0p2__Delta_0p7325__w1_0p5__typ,ok,
0.02,0.2,0.7325,typ,0.45,0.55,0.2205106315229927,0.5458332435787304,-0.004166756421269624,0.5766311759242588,0.569299690193509,0.9872856584297606,68,True,0.001956394305074881,0.1237287521362305,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0p2__Delta_0p7325__w1_0p45__typ,ok,
0.02,0.2,0.7325,typ,0.4,0.6,0.3121236107262304,0.6033137416069462,0.003313741606946197,0.5706369432782722,0.5584062604539771,0.9785666123296705,69,True,0.001974796660160435,0.1982362270355225,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0p2__Delta_0p7325__w1_0p4__typ,ok,
0.02,0.3,0.7325,typ,0.5,0.5,0.1838576937447931,0.5010484598458786,0.001048459845878646,0.5693177460409083,0.5656709610166026,0.9935944645153505,30,True,0.001867070237024176,0.0519554615020752,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0p3__Delta_0p7325__w1_0p5__typ,ok,
0.02,0.3,0.7325,typ,0.45,0.55,0.2558901693910963,0.5499983223583224,-1.67764167768869e-06,0.5671626166692281,0.5620177528351724,0.9909287677240262,39,True,0.001914833544047486,0.06893825531005859,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0p3__Delta_0p7325__w1_0p45__typ,ok,
0.02,0.3,0.7325,typ,0.4,0.6,0.3323224770250121,0.5993463264738358,-0.0006536735261641891,0.5621703712452569,0.5535012262406392,0.984579149937385,41,True,0.001948094302053149,0.09311890602111816,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0p3__Delta_0p7325__w1_0p4__typ,ok,
0.02,0,0.7325,typ,0.5,0.5,0.03909562303424924,0.4953655131825687,-0.004634486817431283,0.5869397130614152,0.5800740961882793,0.9883026881290319,67,True,0.001982138547555193,0.1642827987670898,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0__Delta_0p7325__w1_0p5__typ,ok,
0.02,0,0.7325,typ,0.45,0.55,0.1242267524721855,0.5474489018050863,-0.002551098194913726,0.5849051672283019,0.5760399882894292,0.984843390970741,40,True,0.001931943039282443,0.0892179012298584,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0__Delta_0p7325__w1_0p45__typ,ok,
0.02,0,0.7325,typ,0.4,0.6,0.2068191947940043,0.5978743945615244,-0.00212560543847562,0.5807084002585735,0.5678297025533758,0.977822436011838,83,True,0.001868829594889105,0.1943130493164062,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0__Delta_0p7325__w1_0p4__typ,ok,
0.02,0.1,0.7325,typ,0.5,0.5,0.09889740635632782,0.4988313236568002,-0.001168676343199782,0.5848403930914429,0.5782687162413463,0.9887632986234776,47,True,0.001947705577369003,0.139664888381958,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_7_7__typ/dmft_solutions/T_0p02/U_0p1__Delta_0p7325__w1_0p5__typ,ok,
